epoch_id,train_serial,lr,train_loss,train_miou,train_iou1,train_iou2,train_iou3,train_elapsed_time,val_loss,val_miou,val_iou1,val_iou2,val_iou3,val_elapsed_time
0,20221117_153727,[0.003],0.9725055627524852,0.029425733369619882,0.7881645593964106,0.9271926372622447,0.030749112323004122,208.5,0.9732626308997472,0.031063416134566077,0.8720833420753474,0.9350000053644183,0.031063416134566077,78.9
1,20221117_153727,[0.002999814948722491],0.9704447189966837,0.03034204488309721,0.8643750133613755,0.9307291788359481,0.03034204488309721,184.4,0.973262615998586,0.031063416134566077,0.8720833420753474,0.9350000053644183,0.031063416134566077,79.6
2,20221117_153727,[0.0029992598405485975],0.9714735530316829,0.030342044852053128,0.8643750106294961,0.9307291763524214,0.030342044852053128,182.6,0.9732626100381215,0.031063416134566077,0.8720833420753474,0.9350000053644183,0.031063416134566077,79.6
3,20221117_153727,[0.0029983348124429554],0.9710518002510071,0.03034204472011576,0.8643750133613756,0.9307291780908902,0.03034204472011576,185.2,0.9732626030842463,0.031063416134566077,0.8720833420753474,0.9350000053644183,0.031063416134566077,80.4
4,20221117_153727,[0.0029970400926424075],0.970383761326472,0.03034204503831764,0.8643750121196123,0.9307291778425373,0.03034204503831764,185.0,0.9732626040776571,0.031063416134566077,0.8720833420753474,0.9350000053644183,0.031063416134566077,79.4
5,20221117_153727,[0.0029953760005996923],0.9708149870236714,0.030342045069361712,0.8643750133613756,0.9307291758557159,0.030342045069361712,186.6,0.9732625365257264,0.031063416134566077,0.8720833420753474,0.9350000053644183,0.031063416134566077,80.3
6,20221117_153727,[0.00299334294690462],0.9592565710345904,0.055902007695597916,0.8643750118712596,0.9307291763524213,0.055983572709374124,188.6,0.9625140994787216,0.061522705418368184,0.8720833420753474,0.9350000053644183,0.061587754016121224,80.1
7,20221117_153727,[0.00299094143318277],0.9570692191521327,0.07023158275211853,0.864375010629496,0.9307291793326533,0.07038503248865405,188.3,0.9594522953033447,0.08559450916945935,0.8720833420753474,0.9350000053644183,0.08577524572610856,80.0
8,20221117_153727,[0.002988172051971717],0.9542547635734081,0.09454489466734228,0.8643750123679648,0.9307291778425373,0.0948693239595741,188.4,0.9570107609033585,0.10738174530367052,0.8720833420753474,0.9350000053644183,0.10771395812431972,80.5
9,20221117_153727,[0.0029850354865748364],0.9522024338444074,0.10519988013741874,0.8643750131130229,0.9307291768491265,0.10561757092364125,197.0,0.9553759127855301,0.11038637695213158,0.8720833420753474,0.9350000053644183,0.11069894656538969,80.1
10,20221117_153727,[0.002981532510892707],0.9512597476442655,0.11165771285692853,0.8643750133613756,0.9307291763524214,0.11234585500011843,187.6,0.954828929901123,0.12289200127124784,0.8720833420753474,0.9350000053644183,0.12331235421200591,79.8
11,20221117_153727,[0.002977663989232161],0.9492310633261999,0.1136525574916352,0.864375013609728,0.9307291773458318,0.11415185520115,185.9,0.9556663860877355,0.12231494945784409,0.8720833420753474,0.9350000053644183,0.12277697299917538,79.2
12,20221117_153727,[0.0029734308760930336],0.9483785048127175,0.11760752291108179,0.8643750136097286,0.9307291778425373,0.11811211307843533,186.6,0.9541575094064076,0.11815900107224783,0.8720833420753474,0.9350000053644183,0.11848308630287648,79.3
13,20221117_153727,[0.002968834215932649],0.9494005464017391,0.12083521575356525,0.8643750108778486,0.9307291778425374,0.12150846857887998,186.6,0.9539206544558207,0.12483780210216841,0.8720833420753474,0.9350000053644183,0.12527411555250484,79.3
14,20221117_153727,[0.0029638751429081215],0.9478436996539433,0.12396167131761714,0.8643750123679649,0.9307291775941846,0.12507697644953927,184.7,0.9554425974686941,0.11250169128179552,0.8720833420753474,0.9350000053644183,0.11289137365917364,78.7
15,20221117_153727,[0.002958554880596515],0.9494396073122819,0.1217489022761583,0.8643750141064332,0.9307291785875953,0.12241393045211829,186.2,0.9533981015284856,0.13580726894239584,0.8720833420753474,0.9350000053644183,0.13636595209439595,79.3
16,20221117_153727,[0.0029528747416929465],0.9486075982451438,0.12412212813893955,0.8643750108778485,0.9307291770974793,0.12496335037673512,185.9,0.9537092437346776,0.11971663075188795,0.8720833420753474,0.9350000053644183,0.12004242166876795,79.2
17,20221117_153727,[0.002946836127686697],0.946941863745451,0.12627116882552714,0.8643750138580812,0.9307291768491263,0.12740549650043248,186.1,0.9545227100451787,0.1350360415875912,0.8720833420753474,0.9350000053644183,0.13654749964674312,79.6
18,20221117_153727,[0.0029404405285154145],0.9463434499998887,0.12780171756943068,0.8643750128646702,0.9307291753590106,0.1288113176201781,187.5,0.9540511935949325,0.13751700806121028,0.8720833420753474,0.9350000053644183,0.13892275827626388,78.9
19,20221117_153727,[0.002933689522197495],0.9478090040385723,0.1284015889900426,0.8643750118712595,0.9307291756073633,0.12942203609272834,186.8,0.9538372258345286,0.14026580005884168,0.8720833420753474,0.9350000053644183,0.14077594379584,79.0
20,20221117_153727,[0.0029265847744427303],0.9461231956879298,0.12738538083309925,0.8643750143547864,0.9307291766007738,0.1284193488148351,205.4,0.9536659826834997,0.12026148103177546,0.8720833420753474,0.9350000053644183,0.1206229464461406,81.5
