epoch_id,train_serial,lr,train_loss,train_miou,train_iou1,train_iou2,train_iou3,train_elapsed_time,val_loss,val_miou,val_iou1,val_iou2,val_iou3,val_elapsed_time
0,20221117_192003,[0.0009179036806841347],0.019000004013068974,0.7453988781571382,0.9385375419259072,0.9646945178508761,0.7506431487202647,3660.0,0.1095865273475647,0.4120290669798851,0.8557469201087952,0.941415854692459,0.415603448152542,953.3
1,20221117_192003,[0.0009178470609345543],0.017887193807400763,0.7565679055452346,0.9412261712551123,0.9639624932408336,0.7647843897342681,3612.0,0.12731656774878503,0.38509447276592257,0.8690976250171659,0.941940968036652,0.4017196464538573,929.5
2,20221117_192003,[0.0009176772156558894],0.017683435874059798,0.7598706108331684,0.9391583678126336,0.9673495683073998,0.7651029196381569,3590.9,0.11490116760134697,0.4021855115890502,0.8661614286899566,0.9285974073410035,0.40635138392448417,931.5
3,20221117_192003,[0.000917394186754921],0.017183156702667474,0.7640554243326186,0.9467091363668435,0.9634492233395581,0.7737315261363986,3634.7,0.11996898010373115,0.40193569481372826,0.8619580805301663,0.9428171312808992,0.40796168267726907,928.4
4,20221117_192003,[0.0009169980440647951],0.01791442179121077,0.7577488753199577,0.9341118380427361,0.9636433753371246,0.762929503917694,3630.0,0.12085710138082505,0.40224626660346985,0.8622069346904753,0.9404799747467043,0.4042506206035614,955.8
5,20221117_192003,[0.0009164888853277933],0.01782829108648002,0.7606244075298308,0.9388131895661357,0.9679390656948088,0.7685428446531299,3595.9,0.12324304178357125,0.39298311829566956,0.8387451267242431,0.9292772650718688,0.4006206905841829,937.9
6,20221117_192003,[0.0009158668361712149],0.018048241743817927,0.7573339092731474,0.9351568365097042,0.9671115839481353,0.7630093821883198,3645.7,0.1148382106423378,0.4163165539503097,0.8679160630702971,0.9405113327503203,0.4211104673147201,920.4
7,20221117_192003,[0.0009151320500763817],0.01563529441598803,0.781523633599281,0.9503472682833672,0.9707872784137727,0.7907074239850046,3638.9,0.1304836781322956,0.39435401260852804,0.8563192784786223,0.9364307343959809,0.39999505579471595,950.6
8,20221117_192003,[0.0009142847083407674],0.01617503570858389,0.7772111853957178,0.9435647517442707,0.9661537081003183,0.7827824276685713,3589.3,0.11583062559366226,0.40831724703311917,0.8580705142021177,0.9430352139472964,0.415825469493866,936.5
9,20221117_192003,[0.0009133250200332663],0.016191265657544137,0.7774486792087554,0.9453831753134727,0.9729274195432669,0.7826487344503406,3650.6,0.11615455731749534,0.3955924385786057,0.8006157457828522,0.9223975706100466,0.4033418446779251,930.4
10,20221117_192003,[0.0009122532219426083],0.017160458737052978,0.7679986971616747,0.9434063026309009,0.9636333736777304,0.7719184634089471,3604.1,0.1212547118961811,0.4033451032638551,0.8642893278598784,0.9378620946407321,0.40739712059497835,942.3
11,20221117_192003,[0.0009110695785189345],0.01790799509268254,0.7609113466739656,0.9402752152085304,0.9612749445438383,0.7653749674558639,3468.1,0.12654864072799682,0.40290140688419346,0.8535159742832185,0.93620924949646,0.41202088296413414,769.7
12,20221117_192003,[0.0009097743818085486],0.017007547682151198,0.7700591957569117,0.9378556570410729,0.9647692826390264,0.7758065018057818,2951.2,0.1198633237183094,0.3908675825595856,0.869421471357346,0.9380183112621311,0.3985304129123687,761.5
13,20221117_192003,[0.0009083679513818582],0.018047095770016314,0.7656979069113732,0.9389033633470533,0.9626037403941156,0.7693690782785414,2965.1,0.12473906025290489,0.37069493144750587,0.8531885969638823,0.9327685141563417,0.3829920458793641,773.7
14,20221117_192003,[0.0009068506342545265],0.016858707023784517,0.7734187951683998,0.9370322391390804,0.9682494881749152,0.7754388409852987,2987.5,0.11919934824109077,0.3995045322179796,0.8475298535823821,0.9267367351055147,0.40083491027355184,849.3
15,20221117_192003,[0.0009052228048018503],0.014942832672968507,0.7890510523319246,0.9510401150584217,0.971699508428574,0.7958353766798971,3445.3,0.1287004107236862,0.39457134604454047,0.8555321574211121,0.9411027932167055,0.40160816550254824,867.4
16,20221117_192003,[0.0009034848646663895],0.014238434303551912,0.7963082560896877,0.9516707041859628,0.9726085948944092,0.8043566814064979,3082.9,0.12762652695178986,0.4135880351066589,0.8537572216987612,0.9313268923759458,0.42272258222103126,775.9
17,20221117_192003,[0.0009016372426588671],0.014233883609995246,0.7998184940218923,0.9520093184709548,0.9715460151433942,0.8069803878664973,2938.3,0.13382919549942016,0.38701421499252314,0.8564022839069366,0.9394713938236237,0.40267488121986383,777.8
18,20221117_192003,[0.0008996803946523669],0.017409268645569683,0.7748995980620383,0.937503709197044,0.9631714376807217,0.7780753591656678,2877.6,0.11632899060845375,0.37722536921501154,0.8079333424568177,0.9132107985019685,0.38517930448055276,750.5
19,20221117_192003,[0.0008976148034698535],0.020839580385945737,0.7444853079318997,0.9290440750122073,0.958838517963886,0.7480541619658468,2912.6,0.10810958802700042,0.3931579327583312,0.8438691091537475,0.923174624443054,0.3921500813961029,767.0
