epoch_id,train_serial,lr,train_loss,train_miou,train_iou1,train_iou2,train_iou3,train_elapsed_time,val_loss,val_miou,val_iou1,val_iou2,val_iou3,val_elapsed_time
0,20221111_203049,[0.001],0.1521016342068712,0.05211995305221586,0.8348465949636618,0.9045015057316379,0.10721867786107697,235.8,0.11840093101064364,0.07018102569199695,0.8720833333333335,0.9350000000000004,0.11482819869183009,52.7
1,20221111_203049,[0.0009997532801828658],0.10915682467321555,0.09806383504065988,0.8643750000000012,0.9307291666666733,0.1423244738040917,239.9,0.11305182496706645,0.11764798453659749,0.8720833333333335,0.9350000000000004,0.15523051931212345,48.7
2,20221111_203049,[0.0009990133642141358],0.10145106581350168,0.1298122541620003,0.8634431522091246,0.9307638617356683,0.16782088513486826,273.5,0.09483611782391867,0.13451554549857975,0.8716748932997388,0.9350000000000004,0.17633985514442113,44.8
3,20221111_203049,[0.00099778098230154],0.09351712564006448,0.16693914284308758,0.831299277047316,0.9289893117547096,0.198002722181069,293.5,0.09543521923323472,0.15826973029722777,0.8092132826646173,0.9350000000000004,0.1866066729727512,45.7
4,20221111_203049,[0.000996057350657239],0.08681554106374581,0.20658853475004416,0.8407665061453979,0.9291438067952847,0.2296321590120594,290.8,0.09516352633635203,0.1931972174594799,0.8716666666666669,0.935476008256277,0.2280052145818869,44.9
5,20221111_203049,[0.0009938441702975688],0.08127225619430344,0.2429274091310799,0.8444115244348853,0.9300334490339014,0.2613901770239072,301.9,0.09928987743953864,0.22459888550142448,0.8487641008694963,0.9116711954275772,0.23678959717353174,47.4
6,20221111_203049,[0.0009911436253643444],0.07653626532604298,0.27269605629146076,0.8501212156812349,0.9316311906774895,0.29344936467707156,291.4,0.09283362336456775,0.17785667425642412,0.866688610315323,0.9349674912293756,0.20528626945180198,46.1
7,20221111_203049,[0.0009879583809693736],0.06982047451660037,0.3115766706317664,0.8521152384082492,0.9339739108085677,0.3295013737678527,290.4,0.09201282516121864,0.19823186619828145,0.8604185068607335,0.9367926108837132,0.23869412212322155,45.3
8,20221111_203049,[0.0009842915805643154],0.06522566779206196,0.34427471019327605,0.8616439905762678,0.934416068494325,0.3643590487788121,264.2,0.10749386683106422,0.2945483322938283,0.8323734708627069,0.9399696437517805,0.294653426508109,43.5
9,20221111_203049,[0.0009801468428384714],0.06176655248117944,0.36839804242054636,0.8629793434341759,0.9337728441755028,0.3847607782979809,289.3,0.0974935755878687,0.286948196689288,0.877546576658885,0.9361536820729578,0.28781754076480875,43.7
